Rank,Expression,Fitness,IC_Mean,IC_Std,ICIR,Pos_Ratio,t_stat,IC_N,Q4_Q0_Spread,LS_Ret,LS_IR,LS_WinRate,AC_5d,AC_20d,Turnover,Nodes,Height
1,"STD(NEQ(WMA(DECAYLINEAR(GAP, 230), 32), DBM(SIGN(RETURN), PRICE_POS)), 5)",1.844324599990262,-0.01172717806761385,0.05136262394985786,-0.2283212415133301,0.42096774193548386,-5.685153065858194,620,,0.0016054009186215307,0.0828501239992836,0.535064935064935,-0.005009569229074497,-0.006001317055182394,0.026237046632124356,12,4
2,"STD(NEQ(WMA(DECAYLINEAR(GAP, 230), 32), DBM(SIGN(SIGN(RETURN)), PRICE_POS)), 5)",1.844224599990262,-0.01172717806761385,0.05136262394985786,-0.2283212415133301,0.42096774193548386,-5.685153065858194,620,,0.0016054009186215307,0.0828501239992836,0.535064935064935,-0.005009569229074497,-0.006001317055182394,0.026237046632124356,13,5
3,"STD(NEQ(WMA(DECAYLINEAR(GAP, 230), 32), DBM(SIGN(RETURN), DBM(SIGN(RETURN), PRICE_POS))), 5)",1.844024599990262,-0.01172717806761385,0.05136262394985786,-0.2283212415133301,0.42096774193548386,-5.685153065858194,620,,0.0016054009186215307,0.0828501239992836,0.535064935064935,-0.005009569229074497,-0.006001317055182394,0.026237046632124356,15,5
4,"STD(NEQ(WMA(DECAYLINEAR(GAP, 230), 32), DBM(SIGN(RETURN), DBM(SQUARE(POWER(PRICE_POS, 252)), PRICE_POS))), 5)",1.843824599990262,-0.01172717806761385,0.05136262394985786,-0.2283212415133301,0.42096774193548386,-5.685153065858194,620,,0.0016054009186215307,0.0828501239992836,0.535064935064935,-0.005009569229074497,-0.006001317055182394,0.026237046632124356,17,6
5,"STD(NEQ(WMA(DECAYLINEAR(GAP, 230), 32), DBM(SIGN(RETURN), DBM(SQUARE(POWER(PRICE_POS, 100)), PRICE_POS))), 5)",1.843824599990262,-0.01172717806761385,0.05136262394985786,-0.2283212415133301,0.42096774193548386,-5.685153065858194,620,,0.0016054009186215307,0.0828501239992836,0.535064935064935,-0.005009569229074497,-0.006001317055182394,0.026237046632124356,17,6
