Name,Expression,IC_Mean,IC_Std,ICIR,IC_Pos_Ratio,t_stat,IC_N,Q_Spread,LS_Mean,LS_IR,LS_Sharpe,LS_WinRate,LS_MaxDD,Turnover,IC_AC_5d,IC_AC_20d,Nodes,Height
best_factor,"SUM(CS_RANK(PROD(PROD(PROD(TSARGMAX(TSARGMAX(ROC(SUB(TSARGMIN(VOL_CHG, 12), UPPER_SHADOW), 2), 4), 80), 100), 12), 50)), 26)",-0.24693025545533664,0.2044464860585931,-1.2077989708493593,0.10256410256410256,-10.66699168513842,78,-0.0011476430289426018,0.0008151818426321587,0.033971771050274296,0.539285146772696,0.5070224719101124,-0.904784752003209,0.0015406162464985992,-0.040589616602864635,0.1255719435522084,10,10
